,Close,EMA_200,EMA_100,VWAP,Trend
428,182.962,182.433,182.57,182.974,1
429,183.012,182.438,182.579,182.974,1
430,183.078,182.445,182.589,182.998,1
431,182.997,182.45,182.597,183.026,1
432,183.135,182.457,182.607,183.045,1
433,183.119,182.464,182.617,183.077,1
434,183.118,182.47,182.627,183.108,1
435,182.983,182.475,182.634,183.01,1
436,182.91,182.48,182.64,182.953,1
437,182.872,182.483,182.644,182.897,0
438,182.736,182.486,182.646,182.863,0
439,182.741,182.488,182.648,182.795,0
440,182.802,182.492,182.651,182.758,0
441,182.838,182.495,182.655,182.776,0
442,182.725,182.497,182.656,182.777,0
443,182.914,182.501,182.661,182.875,1
444,182.784,182.504,182.664,182.87,0
445,182.9,182.508,182.668,182.894,1
446,182.904,182.512,182.673,182.865,1
447,183.051,182.518,182.681,182.912,1
448,183.057,182.523,182.688,182.975,1
449,183.923,182.537,182.713,183.288,1
450,184.114,182.553,182.74,183.599,1
451,183.978,182.567,182.765,183.851,1
452,183.982,182.581,182.789,183.998,1
453,183.997,182.595,182.813,183.997,1
454,184.151,182.61,182.839,184.029,1
455,184.138,182.626,182.865,184.081,1
456,183.924,182.638,182.886,184.069,1
457,183.95,182.652,182.907,183.995,1
458,183.905,182.664,182.927,183.931,1
459,184.006,182.677,182.948,183.938,1
460,184.074,182.691,182.971,183.982,1
461,184.031,182.705,182.992,184.018,1
462,183.923,182.717,183.01,184.006,1
463,183.906,182.729,183.028,183.981,1
464,183.942,182.741,183.046,183.946,1
465,183.901,182.752,183.063,183.914,1
466,183.99,182.764,183.081,183.896,1
467,183.899,182.776,183.097,183.914,1
468,183.382,182.782,183.103,183.697,1
469,183.282,182.787,183.106,183.562,0
470,183.179,182.791,183.108,183.444,0
471,183.209,182.795,183.11,183.257,0
472,183.251,182.799,183.113,183.218,0
473,183.358,182.805,183.118,183.237,1
474,183.27,182.81,183.121,183.268,0
475,183.258,182.814,183.123,183.282,0
476,183.269,182.819,183.126,183.26,0
477,183.229,182.823,183.128,183.256,0
478,183.313,182.828,183.132,183.263,0
479,183.334,182.833,183.136,183.295,0
480,183.253,182.837,183.138,183.309,0
481,183.271,182.841,183.141,183.298,0
482,183.223,182.845,183.142,183.22,0
483,183.256,182.849,183.145,183.207,0
484,183.228,182.853,183.146,183.198,0
485,183.244,182.857,183.148,183.233,0
486,183.236,182.86,183.15,183.241,0
487,183.283,182.865,183.153,183.252,0
488,183.345,182.869,183.156,183.277,0
489,183.38,182.874,183.161,183.321,0
490,183.448,182.88,183.167,183.372,1
491,183.562,182.887,183.174,183.442,1
492,183.585,182.894,183.183,183.524,1
493,183.325,182.898,183.185,183.491,0
494,183.209,182.901,183.186,183.375,0
495,183.355,182.906,183.189,183.31,0
496,183.421,182.911,183.194,183.33,0
497,183.601,182.918,183.202,183.425,1
498,183.534,182.924,183.208,183.512,1
499,183.576,182.93,183.216,183.546,1
500,183.565,182.937,183.223,183.583,1
501,183.857,182.946,183.235,183.652,1
502,183.463,182.951,183.24,183.674,0
503,183.481,182.956,183.244,183.631,1
504,183.437,182.961,183.248,183.574,0
505,183.61,182.968,183.255,183.537,1
506,183.615,182.974,183.263,183.567,1
507,183.512,182.979,183.267,183.573,1
508,183.646,182.986,183.275,183.571,1
509,183.699,182.993,183.283,183.6,1
510,183.634,182.999,183.29,183.63,1
511,183.597,183.005,183.296,183.641,1
512,183.395,183.009,183.298,183.585,0
513,183.54,183.015,183.303,183.523,1
514,183.518,183.02,183.307,183.466,0
515,183.434,183.024,183.31,183.467,0
516,183.322,183.027,183.31,183.448,0
517,183.383,183.03,183.312,183.405,0
518,183.364,183.034,183.313,183.365,0
519,183.342,183.037,183.313,183.356,0
520,183.32,183.039,183.313,183.349,0
521,183.318,183.042,183.313,183.322,0
522,183.391,183.046,183.315,183.323,0
523,183.483,183.05,183.318,183.371,0
524,183.526,183.055,183.322,183.47,0
525,183.453,183.059,183.325,183.487,0
526,183.477,183.063,183.328,183.505,0
527,183.617,183.068,183.334,183.54,1
528,183.604,183.074,183.339,183.567,1
529,183.527,183.078,183.343,183.56,0
530,183.486,183.082,183.346,183.526,0
531,183.462,183.086,183.348,183.497,0
532,183.428,183.089,183.35,183.472,0
533,183.416,183.093,183.351,183.439,0
534,183.436,183.096,183.353,183.431,0
535,183.461,183.1,183.355,183.431,0
536,183.424,183.103,183.356,183.442,0
537,183.424,183.106,183.357,183.437,0
538,183.378,183.109,183.358,183.421,0
539,183.405,183.112,183.359,183.409,0
540,183.295,183.114,183.357,183.355,0
541,183.357,183.116,183.357,183.354,0
542,182.85,183.113,183.347,183.174,-1
543,182.465,183.107,183.33,182.92,-1
544,182.288,183.099,183.309,182.646,-1
545,182.326,183.091,183.29,182.399,-1
546,182.522,183.085,183.275,182.36,-1
547,182.43,183.079,183.258,182.402,-1
548,182.338,183.072,183.24,182.434,-1
549,182.485,183.066,183.225,182.398,-1
550,182.604,183.061,183.212,182.451,-1
551,182.245,183.053,183.193,182.446,-1
552,182.088,183.043,183.171,182.345,-1
553,182.227,183.035,183.153,182.21,-1
554,182.009,183.025,183.13,182.134,-1
555,181.718,183.012,183.102,182.029,-1
556,182.149,183.003,183.083,181.959,-1
557,182.549,182.999,183.073,182.161,-1
558,182.533,182.994,183.062,182.36,-1
559,182.576,182.99,183.052,182.511,-1
560,182.539,182.986,183.042,182.519,-1
561,182.92,182.985,183.04,182.622,0
562,183.143,182.987,183.042,182.818,0
563,183.199,182.989,183.045,182.958,0
564,183.239,182.991,183.049,183.146,0
565,183.318,182.994,183.054,183.238,1
566,183.272,182.997,183.058,183.291,0
567,183.214,182.999,183.061,183.295,0
568,183.266,183.002,183.066,183.296,0
569,183.219,183.004,183.069,183.248,0
570,183.209,183.006,183.071,183.252,0
571,183.231,183.008,183.075,183.226,0
572,183.206,183.01,183.077,183.223,0
573,183.224,183.013,183.08,183.22,0
574,183.187,183.014,183.082,183.21,0
575,183.019,183.014,183.081,183.161,0
576,183.145,183.016,183.082,183.124,0
577,183.057,183.016,183.082,183.082,0
578,183.155,183.017,183.083,183.098,0
579,183.103,183.018,183.084,183.099,0
580,183.128,183.019,183.084,183.107,0
581,182.98,183.019,183.082,183.067,0
582,183.009,183.019,183.081,183.021,0
583,182.866,183.017,183.077,182.967,-1
584,182.951,183.017,183.074,182.939,0
585,183.093,183.017,183.075,182.959,0
586,183.041,183.018,183.074,183.004,0
587,183.093,183.018,183.074,183.056,0
588,183.201,183.02,183.077,183.11,0
589,183.404,183.024,183.083,183.214,1
590,183.363,183.027,183.089,183.31,1
591,183.349,183.031,183.094,183.369,1
592,183.296,183.033,183.098,183.367,0
593,183.254,183.035,183.101,183.33,0
594,182.984,183.035,183.099,183.241,0
595,182.701,183.032,183.091,183.055,-1
596,182.856,183.03,183.086,182.892,-1
597,182.904,183.029,183.083,182.792,0
598,182.942,183.028,183.08,182.831,0
599,183.038,183.028,183.079,182.916,0
600,182.999,183.028,183.077,182.978,0
601,183.187,183.029,183.08,183.056,0
602,183.281,183.032,183.084,183.108,0
603,183.392,183.035,183.09,183.222,1
604,183.41,183.039,183.096,183.318,1
605,183.694,183.046,183.108,183.444,1
606,183.807,183.053,183.122,183.579,1
607,183.837,183.061,183.136,183.739,1
608,183.816,183.068,183.149,183.807,1
609,183.709,183.075,183.16,183.824,1
610,183.835,183.082,183.174,183.802,1
611,183.925,183.091,183.189,183.827,1
612,183.921,183.099,183.203,183.881,1
613,183.713,183.105,183.213,183.882,1
614,183.719,183.111,183.223,183.813,1
615,183.695,183.117,183.233,183.738,1
616,183.567,183.121,183.239,183.69,1
617,183.618,183.126,183.247,183.628,1
618,183.636,183.132,183.254,183.607,1
619,183.623,183.136,183.262,183.613,1
620,183.801,183.143,183.272,183.698,1
621,183.728,183.149,183.281,183.727,1
622,183.771,183.155,183.291,183.751,1
623,183.692,183.16,183.299,183.739,1
624,183.743,183.166,183.308,183.729,1
625,183.772,183.172,183.317,183.732,1
626,183.689,183.177,183.324,183.729,1
627,183.807,183.184,183.334,183.749,1
628,183.817,183.19,183.344,183.763,1
629,183.835,183.196,183.353,183.813,1
630,183.842,183.203,183.363,183.831,1
631,183.882,183.21,183.373,183.851,1
632,183.823,183.216,183.382,183.845,1
633,183.858,183.222,183.392,183.858,1
634,183.822,183.228,183.4,183.846,1
635,184.2,183.238,183.416,184.01,1
636,184.287,183.248,183.433,184.114,1
637,184.299,183.259,183.45,184.216,1
638,184.255,183.268,183.466,184.278,1
639,184.272,183.278,183.482,184.285,1
640,184.606,183.292,183.504,184.37,1
641,184.552,183.304,183.525,184.46,1
642,184.559,183.317,183.546,184.529,1
643,184.619,183.33,183.567,184.556,1
644,184.436,183.341,183.584,184.558,1
645,184.633,183.354,183.605,184.566,1
646,184.457,183.364,183.622,184.53,1
647,184.384,183.375,183.637,184.499,1
648,184.309,183.384,183.65,184.418,1
649,184.46,183.395,183.666,184.387,1
650,184.477,183.405,183.682,184.392,1
651,184.679,183.418,183.702,184.493,1
652,184.1,183.425,183.71,184.395,1
653,184.243,183.433,183.72,184.306,1
654,184.122,183.44,183.728,184.229,1
655,183.857,183.444,183.731,184.105,0
656,183.716,183.447,183.731,184.002,0
657,183.8,183.45,183.732,183.862,0
658,183.652,183.452,183.73,183.767,0
659,183.611,183.454,183.728,183.708,0
660,183.782,183.457,183.729,183.676,0
661,183.747,183.46,183.729,183.692,0
662,183.824,183.464,183.731,183.741,0
663,183.768,183.467,183.732,183.769,0
664,183.738,183.469,183.732,183.779,0
665,183.822,183.473,183.734,183.783,0
666,183.793,183.476,183.735,183.784,0
667,183.796,183.479,183.736,183.802,0
668,183.737,183.482,183.736,183.779,0
669,183.719,183.484,183.736,183.756,0
670,183.77,183.487,183.737,183.728,0
671,183.573,183.488,183.733,183.696,0
672,183.667,183.49,183.732,183.674,0
673,183.606,183.491,183.73,183.638,0
674,183.607,183.492,183.727,183.618,0
675,183.687,183.494,183.726,183.617,0
676,183.697,183.496,183.726,183.637,0
677,183.737,183.498,183.726,183.697,0
678,183.722,183.501,183.726,183.716,0
679,183.681,183.502,183.725,183.71,0
680,183.69,183.504,183.724,183.692,0
681,183.711,183.506,183.724,183.683,0
682,183.893,183.51,183.727,183.738,0
683,183.974,183.515,183.732,183.832,1
684,184.03,183.52,183.738,183.955,1
685,184.207,183.527,183.748,184.057,1
686,184.275,183.534,183.758,184.139,1
687,184.353,183.542,183.77,184.245,1
688,184.288,183.55,183.78,184.3,1
689,184.163,183.556,183.788,184.291,1
690,184.199,183.562,183.796,184.253,1
691,184.24,183.569,183.805,184.196,1
692,184.147,183.575,183.811,184.184,1
693,184.124,183.58,183.818,184.175,1
